-581 | -323.6784561597184 
-222 | -494.6001848806021 
348 | 213.759370610592 
6 | 66.59433258138392 
-987 | 561.5182413662947 
521 | -547.0650537759782 
943 | -419.13213096551874 
-619 | -773.6229059590119 
604 | -841.3381750229566 
-705 | -585.7382476290276 
782 | 435.55442659069354 
302 | -105.56650992469736 
-235 | 723.3351424476427 
270 | 659.2335333154826 
-459 | -798.9785845158715 
734 | 930.6660283275478 
518 | 946.9613545394091 
-69 | -446.856457737876 
52 | -155.08465318012736 
911 | 122.82841062815532 
455 | 83.49558601454305 
834 | 533.0684504035974 
162 | 621.5400479839991 
864 | -914.9729890722617 
